244368	4165/DELNP/2004	TOYOTA JIDOSHA KABUSHIKI KAISHA	0
244435	494/CHENP/2004	"TORAY INDUSTRIES, INC."	0
244546	2364/CHE/2006	"HONDA MOTOR CO., LTD."	0
244621	4499/DELNP/2005	NIPPON STEEL CORPORATION	0
244648	1214/DELNP/2006	UBE CORPORATION	0
244680	4718/DELNP/2005	NIPPON STEEL&SUMIKIN STAINLESS STEEL COR	0
244683	3021/KOLNP/2007	ASAHI KASEI CHEMICALS CORPORATION	0
244693	35/KOLNP/2007	ASAHI KASEI CHEMICALS CORPORATION	0
244709	3285/CHENP/2007	"NIPPON SHOKUBAI CO., LTD."	0
244759	629/CHE/2005	KABUSHIKI KAISHA TOYOTA JIDOSHOKKI	0
244760	4056/CHENP/2007	"NIPPON SHOKUBAI CO., LTD."	0
244873	2187/DELNP/2004	"SUMITOMO METAL MINING CO., LTD."	0
244916	969/CHE/2007	MITSUBISHI DENKI KABUSHIKI KAISHA	0
245012	2683/KOLNP/2006	ASAHI KASEI CHEMICALS CORPORATION	0
245041	614/CHE/2005	TOYOTA INDUSTRIES CORPORATION	0
245074	682/CHE/2007	TOYOTA INDUSTRIES CORPORATION	0
245164	805/CHE/2005	KUBOTA CORPORATION	0
245192	1199/DELNP/2005	NIPPON STEEL CORPORATION	0
245223	3431/KOLNP/2006	"DAIKIN INDUSTRIES, LTD."	0
245288	1310/DELNP/2006	"KYORIN PHARMACEUTICAL CO., LTD."	0
245294	50/DELNP/2007	NIPPON STEEL CORPORATION	0
245494	3663/DELNP/2006	"HOKKO CHEMICAL INDUSTRY CO.,LTD."	0
245512	1024/CHENP/2007	"NTT DOCOMO, INC."	0
245540	1666/CHENP/2006	"HOKKO CHEMICAL INDUSTRY CO., LTD."	0
245589	972/CHENP/2007	"HITACHI METALS, LTD."	0
245915	2141/DELNP/2006	NIPPON STEEL CORPORATION	0
245926	4788/CHENP/2006	NOF CORPORATION	0
246088	800/DELNP/2005	"MITSUBISHI HEAVY INDUSTRIES, LTD."	0
246098	2747/CHENP/2006	"KYOWA KIRIN CO., LTD."	0
246125	1097/KOLNP/2008	ASAHI KASEI KABUSHIKI KAISHA	0
246128	942/KOLNP/2008	ASAHI KASEI CHEMICALS CORPORATION	0
246137	585/CHE/2007	KUBOTA CORPORATION	0
246154	3164/CHENP/2006	MITSUBISHI MATERIALS C. M. I. CORPORATION	0
246207	3994/KOLNP/2007	JFE STEEL CORPORATION	0
246255	819/KOLNP/2005	TAKEDA PHARMACEUTICAL COMPANY LIMITED	0
246284	410/MUMNP/2008	NIPPON STEEL CORPORATION	0
246373	994/CHE/2007	TOYOTA INDUSTRIES CORPORATION	0
246418	989/CHE/2007	TOYOTA INDUSTRIES CORPORATION	0
246526	540/CHENP/2006	MITSUBISHI CHEMICAL CORPORATION	0
246531	271/CHE/2006	KUBOTA CORPORATION	0
246681	4493/CHENP/2006	SUMITOMO METAL INDUSTRIES LTD	0
246704	1512/CHE/2006	"NTT DOCOMO, INC."	0
246719	1289/CHENP/2007	"KYOWA HAKKO BIO CO., LTD."	0
246737	844/KOLNP/2005	"HAMARI CHEMICALS, LTD."	0
246796	485/KOLNP/2007	ASAHI KASEI CHEMICALS CORPORATION	0
246809	119/MUMNP/2006	PIONEER CORPORATION	0
246846	926/CHE/2007	MITSUBISHI DENKI KABUSHIKI KAISHA	0
247095	761/CHE/2003	"SUMITOMO METAL MINING CO., LTD."	0
247103	2803/DEL/2006	"TOYODA GOSEI CO., LTD."	0
247156	277/KOL/2006	"NIPPON SHOKUBAI CO., LTD."	0
247267	1405/CHENP/2007	"NIPPON SUISAN KAISHA, LTD."	0
247287	212/CHE/2005	KUBOTA CORPORATION	0
247351	115/MUM/2006	"SHIN-ETSU CHEMICAL CO., LTD."	0
248879	2744/CHENP/2007	SHELL LUBRICANTS JAPAN K.K.	0
249819	1515/CHE/2006	"NTT DOCOMO, INC."	0
249877	1564/CHENP/2007	"NTT DOCOMO, INC."	0
251431	6095/DELNP/2006	.	0
251888	6100/DELNP/2007	NIPPON STEEL CORPORATION	0
251947	1295/KOL/2007	"NIPPON SHOKUBAI CO., LTD."	0
251955	2682/KOLNP/2006	ASAHI KASEI CHEMICALS CORPORATION	0
252017	1887/KOLNP/2006	"KISHIDA CHEMICAL CO., LTD."	0
252032	1075/MUMNP/2009	"MITSUBISHI POWER, LTD."	0
252037	2017/CHENP/2003	PANASONIC CORPORATION	0
252078	1462/KOLNP/2005	"DAIICHI SANKYO COMPANY, LIMITED"	0
252082	1293/KOLNP/2007	MITSUBISHI CHEMICAL CORPORATION	0
252134	4037/DELNP/2004	MITSUBISHI CHEMICAL CORPORATION	0
252140	1514/CHE/2006	"NTT DOCOMO, INC."	0
252236	2708/KOLNP/2007	JFE STEEL CORPORATION	0
252252	1555/CHENP/2006	"SUMITOMO ELECTRIC INDUSTRIES, LTD."	0
252269	5047/DELNP/2006	"SHIN-ETSU CHEMICAL CO., LTD."	0
252344	1038/CHENP/2008	KUBOTA CORPORATION	0
252349	673/CHE/2008	MITSUBISHI DENKI KABUSHIKI KAISHA	0
252358	617/KOLNP/2007	PANASONIC CORPORATION	0
252399	869/KOLNP/2008	ASAHI KASEI CHEMICALS CORPORATION	0
252505	4701/DELNP/2007	MITSUBISHI CHEMICAL CORPORATION	0
252506	9005/DELNP/2007	"NIHON PARKERIZING CO.,LTD."	0
252544	7224/DELNP/2006	MITSUBISHI CHEMICAL CORPORATION	0
252550	494/DELNP/2008	NIPPON STEEL CORPORATION	0
252560	9006/DELNP/2007	NIPPON STEEL CORPORATION	0
252594	3807/KOLNP/2008	ASAHI KASEI CHEMICALS CORPORATION	0
252643	4759/CHENP/2007	TOYOTA JIDOSHA KABUSHIKI KAISHA	0
252652	5391/DELNP/2007	YAMASA CORPORATION	0
252670	952/DEL/2008	"MITSUBISHI POWER, LTD."	0
252673	1066/CHENP/2008	SUMITOMO METAL INDUSTRIES LTD	0
252681	4039/KOLNP/2008	JFE STEEL CORPORATION	0
252739	6604/DELNP/2006	"NISSAN CHEMICAL INDUSTRIES,LTD."	0
252786	332/KOLNP/2007	"DAIICHI SANKYO COMPANY, LIMITED"	0
252793	775/MUM/2010	SUZUKI MOTOR CORPORATION	0
252840	2786/CHENP/2006	IDEMITSU KOSAN CO LTD	0
252853	2614/KOLNP/2007	OILES CORPORATION	0
252856	2834/KOLNP/2008	"MORINAGA MILK INDUSTRY CO., LTD."	0
252858	207/MUMNP/2009	MITSUBISHI CHEMICAL CORPORATION	0
252868	647/CHENP/2008	SUMITOMO METAL INDUSTRIES LTD	0
252883	1868/MUMNP/2007	NHK SPRING CO LTD	0
252886	567/CHENP/2008	SUMITOMO METAL INDUSTRIES LTD	0
252939	1034/CHENP/2008	KUBOTA CORPORATION	0
253082	7141/DELNP/2006	"SHIN-ETSU CHEMICAL CO., LTD."	0
253204	3925/KOLNP/2008	SHOWA DENKO K.K.	0
253242	2731/DELNP/2004	"MMAG CO., LTD."	0
253275	422/KOL/2007	"NIPPON SHOKUBAI CO., LTD."	0
253294	2109/KOLNP/2007	ASAHI KASEI CHEMICALS CORPORATION	0
253301	3049/KOLNP/2007	"SEKISUI CHEMICAL CO., LTD."	0
253362	1006/KOLNP/2007	DAIO PAPER CORPORATION	0
253522	1084/KOLNP/2008	ASAHI KASEI CHEMICALS CORPORATION	0
253548	5328/DELNP/2007	NIPPON STEEL CORPORATION	0
253562	5005/DELNP/2006	MITSUBISHI CHEMICAL CORPORATION	0
253593	6504/DELNP/2006	MITSUBISHI CHEMICAL CORPORATION	0
253600	960/MUMNP/2009	KANEKA CORPORATION	0
253632	1090/DELNP/2007	"ZERIA PHARMACEUTICAL CO.,LTD."	0
253642	9790/DELNP/2007	"OTSUKA PHARMACEUTICAL CO., LTD."	0
253686	703/CHE/2008	KUBOTA CORPORATION	0
253708	2385/KOLNP/2008	ASAHI KASEI CHEMICALS CORPORATION	0
253753	704/CHE/2008	KUBOTA CORPORATION	0
253795	241/DEL/2007	"SUMITOMO WIRING SYSTEMS, LTD."	0
253879	344/DEL/2007	"SUMITOMO WIRING SYSTEMS, LTD."	0
253940	2268/MUMNP/2008	PANASONIC CORPORATION	0
253948	1359/DELNP/2008	NIPPON STEEL CORPORATION	0
253987	3356/CHENP/2007	PANASONIC CORPORATION	0
254014	3279/KOLNP/2007	"TOYAMA CHEMICAL CO., LTD."	0
254025	5758/DELNP/2006	"SHIN-ETSU CHEMICAL CO., LTD."	0
254033	3519/CHENP/2007	"NTT DOCOMO, INC."	0
254051	6488/DELNP/2007	"SHIRATORI PHARMACEUTICAL CO.,LTD."	0
254052	4532/KOLNP/2008	"USUI KOKUSAI SANGYO KAISHA, LTD."	0
254067	5694/CHENP/2007	MITSUBISHI DENKI KABUSHIKI KAISHA	0
254103	3885/KOLNP/2006	"DAIFUKU CO., LTD."	0
254203	00460/CHENP/06	PANASONIC CORPORATION	0
254207	3520/CHENP/2007	"NTT DOCOMO, INC."	0
254213	564/CHENP/2008	"NIPPON SHOKUBAI CO., LTD."	0
254219	5368/DELNP/2006	LINTEC CORPORATION	0
254257	857/CHE/2008	KUBOTA CORPORATION	0
254333	5062/CHENP/2007	JAPAN POLYPROPYLENE CORPORATION	0
254402	6724/DELNP/2006	MITSUBISHI CHEMICAL CORPORATION	0
254438	7443/DELNP/2006	SHIKOKU CHEMICALS CORPORATION	0
254447	1490/KOLNP/2007	ASAHI KASEI CHEMICALS CORPORATION	0
254501	4683/CHENP/2007	"NTT DOCOMO, INC."	0
254592	601/KOLNP/2006	SONY COMPUTER ENTERTAINMENT INC.	0
254595	2456/KOLNP/2006	"DAIFUKU CO., LTD."	0
254597	1474/DEL/2003	NIPPON STEEL CORPORATION	0
254616	2910/DELNP/2005	SUNTORY HOLDINGS LIMITED	0
254705	4843/CHENP/2007	"NTT DOCOMO, INC."	0
254738	3775/KOLNP/2007	"TOAGOSEI CO., LTD."	0
254824	3111/CHE/2007	MITSUBISHI DENKI KABUSHIKI KAISHA	0
254838	3558/DELNP/2004	MITSUBISHI CHEMICAL CORPORATION	0
254887	1525/KOLNP/2006	FUJIKURA LTD.	0
254897	4819/CHENP/2006	MITSUBISHI CHEMICAL CORPORATION	0
254912	3287/DEL/2005	SUMITOMO RIKO COMPANY LIMITED	0
254928	183/DELNP/2007	KAO CORPORATION	0
255061	3926/CHENP/2006	IDEMITSU KOSAN CO LTD	0
255183	494/KOL/2006	NOF CORPORATION	0
255206	604/CHE/2008	KUBOTA CORPORATION	0
255209	7765/DELNP/2007	"SBI PHARMACEUTICALS CO., LTD."	0
255319	877/KOLNP/2008	ASAHI KASEI CHEMICALS CORPORATION	0
255453	2529/MUM/2007	"MITSUBISHI HEAVY INDUSTRIES MACHINE TOOL CO., LTD."	0
255681	1290/CHE/2008	KABUSHIKI KAISHA TOYOTA JIDOSHOKKI	0
255694	786/KOL/2004	PANASONIC CORPORATION	0
255709	954/KOL/2007	"NIPPON SHOKUBAI CO., LTD."	0
255756	2460/KOLNP/2005	PANASONIC CORPORATION	0
255806	3501/KOLNP/2008	JFE STEEL CORPORATION	0
255867	2030/KOLNP/2007	PANASONIC CORPORATION	0
255921	811/CHENP/2007	"NIPPON SHINYAKU CO., LTD."	0
255990	467/MUMNP/2009	"MITSUBISHI POWER, LTD."	0
255993	3932/CHENP/2007	MITSUBISHI CHEMICAL CORPORATION	0
255995	8981/DELNP/2007	SHIKOKU CHEMICALS CORPORATION	0
256053	7641/DELNP/2006	"TAIHO PHARMACEUTICAL CO., LTD."	0
256061	1656/MUM/2010	"MITSUI MINING & SMELTING CO., LTD."	0
256114	488/KOLNP/2009	ASAHI KASEI CHEMICALS CORPORATION	0
256165	4356/CHENP/2006	SUNTORY HOLDINGS LIMITED	0
256169	2877/DEL/2005	"KANSAI PAINT CO., LTD."	0
256179	1316/DELNP/2006	"HITACHI METALS., LTD."	0
256312	3387/DEL/2005	"TOYODA GOSEI CO., LTD."	0
256343	5236/CHENP/2007	"MITSUBISHI GAS CHEMICAL COMPANY,INC."	0
256429	2461/DELNP/2006	MITSUBISHI CHEMICAL CORPORATION	0
256473	2188/CHENP/2008	TOYO INK MFG CO LTD	0
256574	3170/CHENP/2004	"TORAY INDUSTRIES, INC."	0
256582	5700/CHENP/2007	MITSUBISHI DENKI KABUSHIKI KAISHA	0
256594	3606/CHENP/2007	NIPPON KAYAKU KABUSHIKI KAISHA	0
256711	2709/KOLNP/2006	ASAHI KASEI CHEMICALS CORPORATION	0
256740	1118/CHE/2008	KABUSHIKI KAISHA TOYOTA JIDOSHOKKI	0
256751	2176/CHENP/2008	MITSUBISHI DENKI KABUSHIKI KAISHA	0
256777	1419/CHE/2008	KABUSHIKI KAISHA TOYOTA JIDOSHOKKI	0
256815	3069/CHENP/2007	PANASONIC CORPORATION	0
256817	3070/CHENP/2007	PANASONIC CORPORATION	0
256819	523/CHENP/2004	PANASONIC CORPORATION	0
256842	1395/DELNP/2007	NIPPON STEEL & SUMITOMO METAL CORPORATION	0
256909	1859/DELNP/2006	"OTSUKA CHEMICAL CO., LTD."	0
256921	2060/CHENP/2008	TOYO INK MFG CO LTD	0
256967	396/CHENP/2007	PANASONIC CORPORATION	0
257117	81/KOLNP/2009	ASAHI KASEI CHEMICALS CORPORATION	0
257158	1855/CHENP/2008	"NIPPON SHOKUBAI CO., LTD."	0
257310	3367/DEL/2005	SUMITOMO RIKO COMPANY LIMITED	0
257359	633/DEL/2007	"SUMITOMO WIRING SYSTEMS, LTD."	0
257432	446/CHENP/2004	PANASONIC CORPORATION	0
257529	1507/DELNP/2008	"OTSUKA PHARMACEUTICAL CO., LTD."	0
257553	602/MUMNP/2009	MITSUBISHI CHEMICAL CORPORATION	0
257557	4059/CHENP/2008	MITSUBISHI TANABE PHARMA CORPORATION	0
257599	839/KOLNP/2008	PANASONIC CORPORATION	0
257643	1105/MUMNP/2010	"MITSUBISHI POWER, LTD."	0
257695	1681/MUMNP/2009	KABUSHIKI KAISHA RIKEN	0
257705	4920/CHENP/2008	DENKI KAGAKU KOGYO KABUSHIKI KAISHA	0
257719	418/KOLNP/2008	PANASONIC CORPORATION	0
257809	3762/DELNP/2007	NIPPON STEEL CORPORATION	0
257859	5562/DELNP/2006	"SHIN-ETSU CHEMICAL CO., LTD."	0
257880	889/CHENP/2007	NITTO DENKO CORPORATION	0
257947	4580/CHENP/2006	FANCL CORPORATION	0
258003	75/KOLNP/2007	MITSUBISHI CHEMICAL CORPORATION	0
258025	2651/CHE/2008	SUZUKI MOTOR CORPORATION	0
258132	1926/DELNP/2007	"SUMITOMO METAL MINING CO., LTD."	0
258182	8748/DELNP/2007	IHI CORPORATION	0
258201	1190/CHE/2008	YAZAKI CORPORATION	0
258265	1308/KOL/2006	"NIPPON SHOKUBAI CO., LTD."	0
258320	268/DELNP/2009	TOYOTA JIDOSHA KABUSHIKI KAISHA	0
258323	2768/DEL/2006	"NIPPON SHOKUBAI CO., LTD."	0
258391	953/KOLNP/2008	ASAHI KASEI CHEMICALS CORPORATION	0
258428	1687/DELNP/2008	MITSUBISHI CHEMICAL CORPORATION	0
258445	4760/CHENP/2008	NIPPON KAYAKU KABUSHIKI KAISHA	0
258458	212/DELNP/2007	"KYORIN PHARMACEUTICAL CO., LTD."	0
258483	5042/CHENP/2008	"NIPPON SHOKUBAI CO., LTD."	0
258578	2528/MUM/2007	"MITSUBISHI HEAVY INDUSTRIES MACHINE TOOL CO., LTD."	0
258666	368/KOL/2003	"NIPPON SHOKUBAI CO., LTD."	0
258701	3856/KOLNP/2006	SONY COMPUTER ENTERTAINMENT INC.	0
258733	5211/DELNP/2006	"HITACHI METALS, LTD."	0
258764	268/MUMNP/2009	PANASONIC CORPORATION	0
258835	3054/DELNP/2009	NIPPON STEEL CORPORATION	0
258845	1702/KOLNP/2007	PANASONIC CORPORATION	0
258865	1389/CHE/2008	IBIDEN CO LTD	0
258871	4078/CHENP/2008	NIPPON KAYAKU KABUSHIKI KAISHA	0
258902	5629/DELNP/2005	NIPPON STEEL CORPORATION	0
259000	2222/CHE/2008	KUBOTA CORPORATION	0
259001	1783/CHENP/2007	"TOYODA GOSEI CO., LTD."	0
259025	4199/CHENP/2008	NIPPON STEEL & SUMITOMO METAL CORPORATION	0
259030	5061/DELNP/2008	NIPPON STEEL CORPORATION	0
